,State,Date,countyFIPS,StateFIPS,Cases,Death,Population,new_cases,new_deaths,Normalized cases,Normalized deaths,Log normalized cases,Log normalized deaths
843,GA,2020-09-20,2092677.0,2067.0,281714.4285714286,6333.571428571428,10617423.0,1636.2857142857142,37.142857142857146,15.411326404587198,0.34982930549962216,2.7351027199034594,0.0
844,GA,2020-09-27,2092677.0,2067.0,292011.14285714284,6641.142857142857,10617423.0,1339.142857142857,47.857142857142854,12.61269196059022,0.4507416051629747,2.534703605432308,0.0
845,GA,2020-10-04,2092677.0,2067.0,300717.14285714284,6896.142857142857,10617423.0,1203.142857142857,30.0,11.331778503530066,0.2825544390573871,2.42761103567153,0.0
846,GA,2020-10-11,2092677.0,2067.0,309509.4285714286,7130.571428571428,10617423.0,1342.142857142857,35.57142857142857,12.64094740449596,0.33502883488233043,2.536941338797223,0.0
847,GA,2020-10-18,2092677.0,2067.0,319430.14285714284,7299.285714285715,10617423.0,1460.7142857142858,30.285714285714285,13.75771018743706,0.28524543371507644,2.6215994078606593,0.0
848,GA,2020-10-25,2092677.0,2067.0,329651.4285714286,7548.285714285715,10617423.0,1490.2857142857142,23.857142857142858,14.036228134507912,0.22469805391706496,2.641641711116091,0.0
849,GA,2020-11-01,2092677.0,2067.0,340117.71428571426,7712.142857142857,10617423.0,1479.857142857143,22.428571428571427,13.938006829502251,0.211243080628618,2.634619413007759,0.0
850,GA,2020-11-08,2092677.0,2067.0,351120.4285714286,7906.714285714285,10617423.0,1565.4285714285713,30.571428571428573,14.743959729480226,0.2879364283727659,2.690833489048018,0.0
851,GA,2020-11-15,2092677.0,2067.0,363030.5714285714,8154.428571428572,10617423.0,1918.0,35.857142857142854,18.06464713706895,0.3377198295400197,2.893956831448354,0.0
852,GA,2020-11-22,2092677.0,2067.0,378758.4285714286,8337.0,10617423.0,2434.285714285714,23.285714285714285,22.927274483513692,0.21931606460168615,3.1323272273329636,0.0
853,GA,2020-11-29,2092677.0,2067.0,395192.28571428574,8497.857142857143,10617423.0,2168.285714285714,22.428571428571427,20.421958457204862,0.211243080628618,3.0166107169135152,0.0
854,GA,2020-12-06,2092677.0,2067.0,413562.5714285714,8658.285714285714,10617423.0,3150.0,26.142857142857142,29.668216101025642,0.24622601117858017,3.390076307824649,0.0
855,GA,2020-12-13,2092677.0,2067.0,441108.28571428574,8889.142857142857,10617423.0,4448.857142857143,32.714285714285715,41.90147781488166,0.3081188883054364,3.735321096351027,0.0
856,GA,2020-12-20,2092677.0,2067.0,472387.14285714284,9100.142857142857,10617423.0,4630.714285714285,30.428571428571427,43.61429591450097,0.28659093104392114,3.775384984558753,0.0
857,GA,2020-12-27,2092677.0,2067.0,506444.0,9349.285714285714,10617423.0,4632.428571428572,38.714285714285715,43.630441882447094,0.3646297761169138,3.7757551150339697,0.0
858,GA,2021-01-03,2092677.0,2067.0,542186.2857142857,9573.285714285714,10617423.0,5974.0,24.571428571428573,56.26600729762769,0.23142554056128847,4.030090574781026,0.0
859,GA,2021-01-10,2092677.0,2067.0,585713.5714285715,9838.57142857143,10617423.0,6750.285714285715,53.714285714285715,63.57743978256979,0.5059069956456074,4.152258687018068,0.0
860,GA,2021-01-17,2092677.0,2067.0,633853.4285714285,10419.857142857143,10617423.0,6292.571428571428,102.28571428571429,59.26646634095136,0.9633760874528055,4.082043654332045,0.0
861,GA,2021-01-24,2092677.0,2067.0,674160.0,11186.0,10617423.0,5497.142857142857,107.71428571428571,51.77473721394407,1.0145049859489041,3.9469023317292997,0.014400794957613112
862,GA,2021-01-31,2092677.0,2067.0,709408.8571428572,11927.57142857143,10617423.0,4450.571428571428,109.42857142857143,41.91762378282779,1.0306509538950404,3.735706353836208,0.030190596690248147
